Account,Delivery Location,Shop Location,Order Category,Item Ordered,Shop Name,Unit Price,Quantity,Distance (km),Sub Total,Delivery Fee,Service Fee,Total,Payment Method,Rating,Order Received,Preparing Order,Rider Accepted,Order Ready,Rider At Vendor,Rider Picked Up,Expected Delivery Time,Order Arrived,Order Delivered,time_sequence_valid,prep_time_min,delivery_time_min,delay_min,order_hour,order_dayofweek,order_month,order_year,revenue
AB3938,Surulere,Mushin,Drinks & Beverages,Fruit smoothie,Zesty Drinks,5000,1,10.1,5000,905,239,6144,Opay,5.0,2023-09-25 23:08:00,2023-09-25 23:10:00,2023-09-25 23:18:00,2023-09-25 23:26:00,2023-09-25 23:31:00,2023-09-25 23:32:00,2023-09-26 00:12:00,2023-09-26 00:12:00,2023-09-26 00:12:00,True,16.0,64.0,0.0,23,Monday,2023-09,2023,5000
AB3938,Oshodi,Ojota,Food,Efo riro & pounded yam,Tasty Bites,10500,1,5.4,10500,670,580,11750,Opay,5.0,2023-09-30 19:26:00,2023-09-30 19:27:00,2023-09-30 19:33:00,2023-09-30 19:35:00,2023-09-30 19:38:00,2023-09-30 19:41:00,2023-09-30 20:01:00,2023-09-30 19:53:00,2023-09-30 20:01:00,True,8.0,35.0,0.0,19,Saturday,2023-09,2023,10500
AB3938,Ojota,Surulere,Drinks & Beverages,Zobo drink,Zesty Drinks,4500,1,9.2,4500,859,168,5527,Opay,5.0,2023-10-01 03:53:00,2023-10-01 03:56:00,2023-10-01 04:04:00,2023-10-01 04:06:00,2023-10-01 04:09:00,2023-10-01 04:10:00,2023-10-01 04:49:00,2023-10-01 05:51:00,2023-10-01 04:49:00,False,10.0,56.0,0.0,3,Sunday,2023-10,2023,4500
AB3938,Ogba,Ogba,Pastries,Chocolate croissant,Golden Crust,5000,1,5.3,5000,665,221,5886,Opay,5.0,2023-10-01 17:31:00,2023-10-01 17:35:00,2023-10-01 17:42:00,2023-10-01 17:49:00,2023-10-01 17:50:00,2023-10-01 17:51:00,2023-10-01 18:15:00,2023-10-01 18:05:00,2023-10-01 18:15:00,True,14.0,44.0,0.0,17,Sunday,2023-10,2023,5000
AB3938,Yaba,Adeniran Ogunsanya,Pastries,Doughnut pack,Sweet Bites Bakery,20000,1,4.7,20000,635,215,20850,Opay,5.0,2023-10-04 08:57:00,2023-10-04 09:02:00,2023-10-04 09:04:00,2023-10-04 09:13:00,2023-10-04 09:15:00,2023-10-04 09:16:00,2023-10-04 09:38:00,2023-10-04 09:37:00,2023-10-04 09:38:00,True,11.0,41.0,0.0,8,Wednesday,2023-10,2023,20000
AB3938,Surulere,Adeniran Ogunsanya,Pastries,Chocolate croissant,Golden Crust,5000,1,5.8,5000,690,309,5999,Opay,5.0,2023-10-05 11:59:00,2023-10-05 12:05:00,2023-10-05 12:09:00,2023-10-05 12:16:00,2023-10-05 12:17:00,2023-10-05 12:22:00,2023-10-05 12:49:00,2023-10-05 12:40:00,2023-10-05 12:49:00,True,11.0,50.0,0.0,11,Thursday,2023-10,2023,5000
AB3938,Maryland,Mushin,Food,Fried rice & beef,Kulture Kitchen,5000,1,3.7,5000,585,927,6512,Opay,5.0,2023-10-06 14:51:00,2023-10-06 14:58:00,2023-10-06 15:05:00,2023-10-06 15:08:00,2023-10-06 15:09:00,2023-10-06 15:10:00,2023-10-06 15:22:00,2023-10-06 15:22:00,2023-10-06 15:22:00,True,10.0,31.0,0.0,14,Friday,2023-10,2023,5000
AB3938,Anthony,Ojota,Food,Fried rice & beef,Naija Kitchen,5000,1,12.7,5000,1035,689,6724,Opay,5.0,2023-10-10 05:40:00,2023-10-10 05:42:00,2023-10-10 05:49:00,2023-10-10 05:55:00,2023-10-10 06:00:00,2023-10-10 06:01:00,2023-10-10 06:57:00,2023-10-10 06:59:00,2023-10-10 06:57:00,False,13.0,77.0,0.0,5,Tuesday,2023-10,2023,5000
AB3938,Yaba,Maryland,Food,Jollof rice & chicken,Tasty Bites,6000,1,3.6,6000,580,756,7336,Opay,5.0,2023-10-11 01:28:00,2023-10-11 01:35:00,2023-10-11 01:42:00,2023-10-11 01:44:00,2023-10-11 01:45:00,2023-10-11 01:50:00,2023-10-11 02:02:00,2023-10-11 02:05:00,2023-10-11 02:02:00,False,9.0,34.0,0.0,1,Wednesday,2023-10,2023,6000
AB3938,Oshodi,Surulere,Drinks & Beverages,Bottled juice,Zesty Drinks,2000,2,3.5,4000,575,70,4645,Opay,5.0,2023-10-15 01:28:00,2023-10-15 01:31:00,2023-10-15 01:35:00,2023-10-15 01:42:00,2023-10-15 01:44:00,2023-10-15 01:47:00,2023-10-15 02:01:00,2023-10-15 02:10:00,2023-10-15 02:01:00,False,11.0,33.0,0.0,1,Sunday,2023-10,2023,4000
AB3938,Ogba,Surulere,Food,Efo riro & pounded yam,Tasty Bites,10500,2,4.3,21000,615,422,22037,Opay,5.0,2023-10-16 17:47:00,2023-10-16 17:51:00,2023-10-16 17:55:00,2023-10-16 17:59:00,2023-10-16 18:02:00,2023-10-16 18:03:00,2023-10-16 18:17:00,2023-10-16 18:06:00,2023-10-16 18:17:00,True,8.0,30.0,0.0,17,Monday,2023-10,2023,21000
AB3938,Ikeja,Surulere,Food,Fried rice & beef,Lekki Eats,5000,2,4.7,10000,635,943,11578,Opay,5.0,2023-10-18 08:33:00,2023-10-18 08:39:00,2023-10-18 08:41:00,2023-10-18 08:45:00,2023-10-18 08:51:00,2023-10-18 08:53:00,2023-10-18 09:13:00,2023-10-18 09:13:00,2023-10-18 09:13:00,True,6.0,40.0,0.0,8,Wednesday,2023-10,2023,10000
AB3938,Mushin,Maryland,Pastries,Meat pie,Oven Fresh,1500,2,10.0,3000,900,309,4209,Opay,5.0,2023-10-19 08:28:00,2023-10-19 08:32:00,2023-10-19 08:40:00,2023-10-19 08:42:00,2023-10-19 08:47:00,2023-10-19 08:49:00,2023-10-19 09:27:00,2023-10-19 09:33:00,2023-10-19 09:27:00,False,10.0,59.0,0.0,8,Thursday,2023-10,2023,3000
AB3938,Yaba,Anthony,Pastries,Doughnut pack,Sweet Bites Bakery,20000,2,2.6,40000,530,268,40798,Opay,5.0,2023-10-25 22:12:00,2023-10-25 22:16:00,2023-10-25 22:21:00,2023-10-25 22:25:00,2023-10-25 22:31:00,2023-10-25 22:32:00,2023-10-25 22:48:00,2023-10-25 22:41:00,2023-10-25 22:48:00,True,9.0,36.0,0.0,22,Wednesday,2023-10,2023,40000
AB3961,Ojota,Ojota,Food,Fried rice & beef,Tasty Bites,5000,2,5.9,10000,695,623,11318,Opay,5.0,2023-10-28 10:16:00,2023-10-28 10:18:00,2023-10-28 10:20:00,2023-10-28 10:25:00,2023-10-28 10:30:00,2023-10-28 10:31:00,2023-10-28 10:59:00,2023-10-28 11:13:00,2023-10-28 10:59:00,False,7.0,43.0,0.0,10,Saturday,2023-10,2023,10000
AB3961,Surulere,Mushin,Drinks & Beverages,Fruit smoothie,Smoothie Express,5000,2,6.0,10000,700,117,10817,Opay,5.0,2023-10-31 10:05:00,2023-10-31 10:07:00,2023-10-31 10:14:00,2023-10-31 10:23:00,2023-10-31 10:26:00,2023-10-31 10:28:00,2023-10-31 10:54:00,2023-10-31 11:01:00,2023-10-31 10:54:00,False,16.0,49.0,0.0,10,Tuesday,2023-10,2023,10000
AB3961,Yaba,Ogba,Food,Fried rice & beef,Naija Kitchen,5000,2,3.6,10000,580,317,10897,Opay,5.0,2023-11-04 22:41:00,2023-11-04 22:45:00,2023-11-04 22:48:00,2023-11-04 22:57:00,2023-11-04 23:02:00,2023-11-04 23:05:00,2023-11-04 23:23:00,2023-11-04 23:27:00,2023-11-04 23:23:00,False,12.0,42.0,0.0,22,Saturday,2023-11,2023,10000
AB3961,Yaba,Ogba,Pastries,Sausage roll,Sweet Bites Bakery,1000,2,4.5,2000,625,367,2992,Opay,5.0,2023-11-05 03:51:00,2023-11-05 03:58:00,2023-11-05 03:59:00,2023-11-05 04:01:00,2023-11-05 04:06:00,2023-11-05 04:08:00,2023-11-05 04:27:00,2023-11-05 04:38:00,2023-11-05 04:27:00,False,3.0,36.0,0.0,3,Sunday,2023-11,2023,2000
AB3961,Yaba,Maryland,Pastries,Chocolate croissant,Sunrise Bakery,5000,2,8.9,10000,845,315,11160,Opay,5.0,2023-11-05 14:01:00,2023-11-05 14:05:00,2023-11-05 14:09:00,2023-11-05 14:17:00,2023-11-05 14:22:00,2023-11-05 14:25:00,2023-11-05 14:57:00,2023-11-05 15:03:00,2023-11-05 14:57:00,False,12.0,56.0,0.0,14,Sunday,2023-11,2023,10000
AB3961,Yaba,Adeniran Ogunsanya,Food,Fried rice & beef,Kulture Kitchen,5000,2,2.6,10000,530,832,11362,Opay,5.0,2023-11-07 02:08:00,2023-11-07 02:15:00,2023-11-07 02:17:00,2023-11-07 02:25:00,2023-11-07 02:27:00,2023-11-07 02:28:00,2023-11-07 02:35:00,2023-11-07 02:27:00,2023-11-07 02:35:00,False,10.0,27.0,0.0,2,Tuesday,2023-11,2023,10000
AB3961,Ogba,Ogba,Food,Spaghetti stir fry & turkey,Naija Kitchen,12000,2,4.2,24000,610,965,25575,Opay,5.0,2023-11-07 22:13:00,2023-11-07 22:15:00,2023-11-07 22:22:00,2023-11-07 22:30:00,2023-11-07 22:35:00,2023-11-07 22:37:00,2023-11-07 22:56:00,2023-11-07 22:56:00,2023-11-07 22:56:00,True,15.0,43.0,0.0,22,Tuesday,2023-11,2023,24000
AB3961,Mushin,Yaba,Food,Spaghetti stir fry & turkey,Naija Kitchen,12000,2,13.0,24000,1050,362,25412,Opay,5.0,2023-11-12 00:15:00,2023-11-12 00:21:00,2023-11-12 00:29:00,2023-11-12 00:36:00,2023-11-12 00:39:00,2023-11-12 00:42:00,2023-11-12 01:40:00,2023-11-12 01:41:00,2023-11-12 01:40:00,False,15.0,85.0,0.0,0,Sunday,2023-11,2023,24000
AB3961,Surulere,Ogba,Pastries,Sausage roll,Oven Fresh,1000,1,4.2,1000,610,250,1860,Opay,5.0,2023-11-12 16:48:00,2023-11-12 16:55:00,2023-11-12 17:02:00,2023-11-12 17:11:00,2023-11-12 17:15:00,2023-11-12 17:18:00,2023-11-12 17:37:00,2023-11-12 17:37:00,2023-11-12 17:37:00,True,16.0,49.0,0.0,16,Sunday,2023-11,2023,1000
AB3961,Adeniran Ogunsanya,Oshodi,Food,Efo riro & pounded yam,Kulture Kitchen,10500,1,6.3,10500,715,329,11544,Opay,5.0,2023-11-15 20:47:00,2023-11-15 20:49:00,2023-11-15 20:57:00,2023-11-15 21:06:00,2023-11-15 21:07:00,2023-11-15 21:09:00,2023-11-15 21:33:00,2023-11-15 21:35:00,2023-11-15 21:33:00,False,17.0,46.0,0.0,20,Wednesday,2023-11,2023,10500
AB3961,Adeniran Ogunsanya,Ikeja,Drinks & Beverages,Fruit smoothie,Fresh Sips,5000,1,10.8,5000,940,341,6281,Opay,5.0,2023-11-18 01:18:00,2023-11-18 01:19:00,2023-11-18 01:27:00,2023-11-18 01:34:00,2023-11-18 01:36:00,2023-11-18 01:37:00,2023-11-18 02:21:00,2023-11-18 02:32:00,2023-11-18 02:21:00,False,15.0,63.0,0.0,1,Saturday,2023-11,2023,5000
AB3961,Ikeja,Ogba,Drinks & Beverages,Bottled juice,Smoothie Express,2000,1,12.4,2000,1020,286,3306,Opay,5.0,2023-11-18 03:56:00,2023-11-18 04:03:00,2023-11-18 04:06:00,2023-11-18 04:13:00,2023-11-18 04:17:00,2023-11-18 04:20:00,2023-11-18 05:14:00,2023-11-18 05:23:00,2023-11-18 05:14:00,False,10.0,78.0,0.0,3,Saturday,2023-11,2023,2000
AB3961,Yaba,Surulere,Food,Fried rice & beef,Tasty Bites,5000,1,2.6,5000,530,386,5916,Opay,5.0,2023-11-21 19:13:00,2023-11-21 19:15:00,2023-11-21 19:16:00,2023-11-21 19:24:00,2023-11-21 19:30:00,2023-11-21 19:31:00,2023-11-21 19:39:00,2023-11-21 19:49:00,2023-11-21 19:39:00,False,9.0,26.0,0.0,19,Tuesday,2023-11,2023,5000
AB3961,Ojota,Anthony,Food,Fried rice & beef,Lekki Eats,5000,1,11.5,5000,975,918,6893,Opay,5.0,2023-11-28 04:03:00,2023-11-28 04:10:00,2023-11-28 04:12:00,2023-11-28 04:18:00,2023-11-28 04:21:00,2023-11-28 04:26:00,2023-11-28 05:18:00,2023-11-28 05:27:00,2023-11-28 05:18:00,False,8.0,75.0,0.0,4,Tuesday,2023-11,2023,5000
AB3986,Oshodi,Mushin,Pastries,Chocolate croissant,Sweet Bites Bakery,5000,1,10.0,5000,900,164,6064,Opay,5.0,2023-12-06 03:29:00,2023-12-06 03:33:00,2023-12-06 03:35:00,2023-12-06 03:39:00,2023-12-06 03:42:00,2023-12-06 03:47:00,2023-12-06 04:28:00,2023-12-06 04:24:00,2023-12-06 04:28:00,True,6.0,59.0,0.0,3,Wednesday,2023-12,2023,5000
AB3986,Maryland,Ogba,Pastries,Chocolate croissant,Oven Fresh,5000,1,2.7,5000,535,216,5751,Opay,5.0,2023-12-06 06:12:00,2023-12-06 06:19:00,2023-12-06 06:21:00,2023-12-06 06:26:00,2023-12-06 06:28:00,2023-12-06 06:31:00,2023-12-06 06:40:00,2023-12-06 06:39:00,2023-12-06 06:40:00,True,7.0,28.0,0.0,6,Wednesday,2023-12,2023,5000
AB3986,Anthony,Surulere,Pastries,Doughnut pack,Oven Fresh,20000,1,6.9,20000,745,176,20921,Opay,5.0,2023-12-08 14:02:00,2023-12-08 14:04:00,2023-12-08 14:09:00,2023-12-08 14:13:00,2023-12-08 14:16:00,2023-12-08 14:20:00,2023-12-08 14:52:00,2023-12-08 15:02:00,2023-12-08 14:52:00,False,9.0,50.0,0.0,14,Friday,2023-12,2023,20000
AB3986,Yaba,Ikeja,Pastries,Doughnut pack,Golden Crust,20000,1,13.8,20000,1090,131,21221,Opay,5.0,2023-12-13 02:20:00,2023-12-13 02:21:00,2023-12-13 02:22:00,2023-12-13 02:28:00,2023-12-13 02:31:00,2023-12-13 02:35:00,2023-12-13 03:31:00,2023-12-13 03:40:00,2023-12-13 03:31:00,False,7.0,71.0,0.0,2,Wednesday,2023-12,2023,20000
AB3986,Surulere,Ogba,Pastries,Doughnut pack,Sweet Bites Bakery,20000,1,11.2,20000,960,333,21293,Opay,5.0,2023-12-14 14:08:00,2023-12-14 14:11:00,2023-12-14 14:18:00,2023-12-14 14:21:00,2023-12-14 14:23:00,2023-12-14 14:24:00,2023-12-14 15:07:00,2023-12-14 15:11:00,2023-12-14 15:07:00,False,10.0,59.0,0.0,14,Thursday,2023-12,2023,20000
AB3986,Anthony,Surulere,Pastries,Sausage roll,BakeHouse,1000,2,12.8,2000,1040,119,3159,Opay,5.0,2023-12-17 07:02:00,2023-12-17 07:09:00,2023-12-17 07:17:00,2023-12-17 07:24:00,2023-12-17 07:28:00,2023-12-17 07:31:00,2023-12-17 08:21:00,2023-12-17 08:17:00,2023-12-17 08:21:00,True,15.0,79.0,0.0,7,Sunday,2023-12,2023,2000
AB3986,Ogba,Surulere,Food,Efo riro & pounded yam,Tasty Bites,10500,2,6.6,21000,730,698,22428,Opay,5.0,2023-12-18 02:08:00,2023-12-18 02:15:00,2023-12-18 02:23:00,2023-12-18 02:27:00,2023-12-18 02:33:00,2023-12-18 02:35:00,2023-12-18 03:07:00,2023-12-18 03:11:00,2023-12-18 03:07:00,False,12.0,59.0,0.0,2,Monday,2023-12,2023,21000
AB3986,Ogba,Oshodi,Pastries,Doughnut pack,BakeHouse,20000,2,8.6,40000,830,341,41171,Opay,5.0,2023-12-23 10:53:00,2023-12-23 10:54:00,2023-12-23 11:00:00,2023-12-23 11:03:00,2023-12-23 11:06:00,2023-12-23 11:07:00,2023-12-23 11:42:00,2023-12-23 11:46:00,2023-12-23 11:42:00,False,9.0,49.0,0.0,10,Saturday,2023-12,2023,40000
AB3986,Surulere,Mushin,Pastries,Meat pie,Oven Fresh,1500,2,8.6,3000,830,116,3946,Opay,5.0,2023-12-25 12:06:00,2023-12-25 12:08:00,2023-12-25 12:15:00,2023-12-25 12:23:00,2023-12-25 12:29:00,2023-12-25 12:33:00,2023-12-25 13:09:00,2023-12-25 13:04:00,2023-12-25 13:09:00,True,15.0,63.0,0.0,12,Monday,2023-12,2023,3000
AB3986,Ikeja,Ojota,Drinks & Beverages,Zobo drink,Yoghurt Hub,4500,2,4.8,9000,640,288,9928,Opay,5.0,2023-12-29 11:30:00,2023-12-29 11:31:00,2023-12-29 11:39:00,2023-12-29 11:45:00,2023-12-29 11:50:00,2023-12-29 11:53:00,2023-12-29 12:11:00,2023-12-29 12:08:00,2023-12-29 12:11:00,True,14.0,41.0,0.0,11,Friday,2023-12,2023,9000
AB3986,Ikeja,Adeniran Ogunsanya,Drinks & Beverages,Yoghurt drink,Zesty Drinks,4500,2,8.3,9000,815,270,10085,Opay,5.0,2023-12-31 04:56:00,2023-12-31 05:00:00,2023-12-31 05:07:00,2023-12-31 05:13:00,2023-12-31 05:14:00,2023-12-31 05:16:00,2023-12-31 05:51:00,2023-12-31 05:56:00,2023-12-31 05:51:00,False,13.0,55.0,0.0,4,Sunday,2023-12,2023,9000
AB3986,Oshodi,Surulere,Drinks & Beverages,Yoghurt drink,Zesty Drinks,4500,2,9.8,9000,890,328,10218,Opay,5.0,2024-01-01 09:48:00,2024-01-01 09:51:00,2024-01-01 09:55:00,2024-01-01 09:59:00,2024-01-01 10:01:00,2024-01-01 10:02:00,2024-01-01 10:38:00,2024-01-01 10:36:00,2024-01-01 10:38:00,True,8.0,50.0,0.0,9,Monday,2024-01,2024,9000
AB3986,Surulere,Anthony,Drinks & Beverages,Zobo drink,Zesty Drinks,4500,2,9.6,9000,880,302,10182,Opay,5.0,2024-01-03 02:52:00,2024-01-03 02:53:00,2024-01-03 02:54:00,2024-01-03 03:00:00,2024-01-03 03:04:00,2024-01-03 03:09:00,2024-01-03 03:45:00,2024-01-03 03:48:00,2024-01-03 03:45:00,False,7.0,53.0,0.0,2,Wednesday,2024-01,2024,9000
AB4012,Anthony,Adeniran Ogunsanya,Food,Spaghetti stir fry & turkey,Naija Kitchen,12000,2,4.4,24000,620,933,25553,Opay,5.0,2024-01-06 19:48:00,2024-01-06 19:55:00,2024-01-06 20:03:00,2024-01-06 20:10:00,2024-01-06 20:13:00,2024-01-06 20:14:00,2024-01-06 20:34:00,2024-01-06 20:33:00,2024-01-06 20:34:00,True,15.0,46.0,0.0,19,Saturday,2024-01,2024,24000
AB4012,Yaba,Oshodi,Food,Jollof rice & chicken,Naija Kitchen,6000,2,8.7,12000,834,284,13118,Opay,5.0,2024-01-08 14:56:00,2024-01-08 14:58:00,2024-01-08 15:04:00,2024-01-08 15:14:00,2024-01-08 15:17:00,2024-01-08 15:20:00,2024-01-08 15:58:00,2024-01-08 15:56:00,2024-01-08 15:58:00,True,16.0,62.0,0.0,14,Monday,2024-01,2024,12000
AB4012,Mushin,Oshodi,Pastries,Meat pie,BakeHouse,1500,1,14.4,1500,1120,106,2726,Opay,5.0,2024-01-09 13:27:00,2024-01-09 13:34:00,2024-01-09 13:42:00,2024-01-09 13:44:00,2024-01-09 13:46:00,2024-01-09 13:51:00,2024-01-09 14:51:00,2024-01-09 15:48:00,2024-01-09 14:51:00,False,10.0,84.0,0.0,13,Tuesday,2024-01,2024,1500
AB4012,Surulere,Ikeja,Pastries,Sausage roll,BakeHouse,1000,1,11.9,1000,995,413,2408,Opay,5.0,2024-01-14 10:19:00,2024-01-14 10:23:00,2024-01-14 10:29:00,2024-01-14 10:35:00,2024-01-14 10:37:00,2024-01-14 10:42:00,2024-01-14 11:26:00,2024-01-14 11:31:00,2024-01-14 11:26:00,False,12.0,67.0,0.0,10,Sunday,2024-01,2024,1000
AB4012,Oshodi,Ikeja,Food,Jollof rice & chicken,Kulture Kitchen,6000,1,9.4,6000,870,653,7523,Opay,5.0,2024-01-16 06:52:00,2024-01-16 06:56:00,2024-01-16 06:58:00,2024-01-16 07:00:00,2024-01-16 07:03:00,2024-01-16 07:06:00,2024-01-16 07:49:00,2024-01-16 07:56:00,2024-01-16 07:49:00,False,4.0,57.0,0.0,6,Tuesday,2024-01,2024,6000
AB4012,Maryland,Mushin,Drinks & Beverages,Fruit smoothie,Fresh Sips,5000,1,2.4,5000,520,278,5798,Opay,5.0,2024-01-18 14:48:00,2024-01-18 14:50:00,2024-01-18 14:58:00,2024-01-18 15:03:00,2024-01-18 15:06:00,2024-01-18 15:10:00,2024-01-18 15:16:00,2024-01-18 15:19:00,2024-01-18 15:16:00,False,13.0,28.0,0.0,14,Thursday,2024-01,2024,5000
AB4012,Ikeja,Oshodi,Pastries,Meat pie,Sunrise Bakery,1500,1,8.4,1500,820,432,2752,Opay,5.0,2024-01-18 23:38:00,2024-01-18 23:39:00,2024-01-18 23:46:00,2024-01-18 23:50:00,2024-01-18 23:55:00,2024-01-18 23:58:00,2024-01-19 00:29:00,2024-01-19 00:37:00,2024-01-19 00:29:00,False,11.0,51.0,0.0,23,Thursday,2024-01,2024,1500
AB4012,Mushin,Ikeja,Food,Spaghetti stir fry & turkey,Lekki Eats,12000,1,11.1,12000,955,230,13185,Opay,5.0,2024-01-20 19:52:00,2024-01-20 19:55:00,2024-01-20 20:03:00,2024-01-20 20:10:00,2024-01-20 20:13:00,2024-01-20 20:17:00,2024-01-20 21:05:00,2024-01-20 21:14:00,2024-01-20 21:05:00,False,15.0,73.0,0.0,19,Saturday,2024-01,2024,12000
AB4012,Surulere,Ikeja,Food,Jollof rice & chicken,Kulture Kitchen,6000,1,9.6,6000,880,835,7715,Opay,5.0,2024-01-21 17:04:00,2024-01-21 17:09:00,2024-01-21 17:12:00,2024-01-21 17:21:00,2024-01-21 17:23:00,2024-01-21 17:27:00,2024-01-21 18:06:00,2024-01-21 18:05:00,2024-01-21 18:06:00,True,12.0,62.0,0.0,17,Sunday,2024-01,2024,6000
AB4012,Ojota,Surulere,Food,Fried rice & beef,Lekki Eats,5000,1,15.1,5000,1155,197,6352,Opay,5.0,2024-01-22 01:03:00,2024-01-22 01:07:00,2024-01-22 01:13:00,2024-01-22 01:15:00,2024-01-22 01:18:00,2024-01-22 01:19:00,2024-01-22 02:17:00,2024-01-22 02:20:00,2024-01-22 02:17:00,False,8.0,74.0,0.0,1,Monday,2024-01,2024,5000
AB4012,Ogba,Ikeja,Food,Efo riro & pounded yam,Mama Cass Kitchen,10500,1,8.4,10500,820,795,12115,Opay,5.0,2024-01-22 08:15:00,2024-01-22 08:22:00,2024-01-22 08:30:00,2024-01-22 08:36:00,2024-01-22 08:39:00,2024-01-22 08:40:00,2024-01-22 09:12:00,2024-01-22 09:16:00,2024-01-22 09:12:00,False,14.0,57.0,0.0,8,Monday,2024-01,2024,10500
AB4012,Ojota,Ikeja,Drinks & Beverages,Bottled juice,Yoghurt Hub,2000,2,12.0,4000,1000,335,5335,Opay,5.0,2024-01-29 02:13:00,2024-01-29 02:16:00,2024-01-29 02:24:00,2024-01-29 02:26:00,2024-01-29 02:30:00,2024-01-29 02:32:00,2024-01-29 03:22:00,2024-01-29 03:19:00,2024-01-29 03:22:00,True,10.0,69.0,0.0,2,Monday,2024-01,2024,4000
AB4012,Mushin,Anthony,Drinks & Beverages,Fruit smoothie,Fresh Sips,5000,1,10.4,5000,920,112,6032,Opay,5.0,2024-01-29 06:02:00,2024-01-29 06:08:00,2024-01-29 06:09:00,2024-01-29 06:12:00,2024-01-29 06:18:00,2024-01-29 06:19:00,2024-01-29 07:02:00,2024-01-29 07:02:00,2024-01-29 07:02:00,True,4.0,60.0,0.0,6,Monday,2024-01,2024,5000
AB4012,Oshodi,Mushin,Drinks & Beverages,Fruit smoothie,Fresh Sips,5000,2,5.6,10000,680,292,10972,Opay,5.0,2024-01-29 10:06:00,2024-01-29 10:10:00,2024-01-29 10:12:00,2024-01-29 10:17:00,2024-01-29 10:22:00,2024-01-29 10:25:00,2024-01-29 10:44:00,2024-01-29 10:51:00,2024-01-29 10:44:00,False,7.0,38.0,0.0,10,Monday,2024-01,2024,10000
AB4012,Anthony,Maryland,Pastries,Meat pie,Golden Crust,1500,2,3.7,3000,585,401,3986,Opay,5.0,2024-02-02 00:22:00,2024-02-02 00:28:00,2024-02-02 00:33:00,2024-02-02 00:40:00,2024-02-02 00:45:00,2024-02-02 00:47:00,2024-02-02 00:58:00,2024-02-02 00:57:00,2024-02-02 00:58:00,True,12.0,36.0,0.0,0,Friday,2024-02,2024,3000
AB4012,Surulere,Ogba,Food,Jollof rice & chicken,Lekki Eats,6000,1,7.7,6000,785,553,7338,Opay,5.0,2024-02-02 04:25:00,2024-02-02 04:28:00,2024-02-02 04:35:00,2024-02-02 04:39:00,2024-02-02 04:45:00,2024-02-02 04:48:00,2024-02-02 05:21:00,2024-02-02 05:24:00,2024-02-02 05:21:00,False,11.0,56.0,0.0,4,Friday,2024-02,2024,6000
AB4012,Ogba,Ogba,Food,Fried rice & beef,Lekki Eats,5000,1,1.6,5000,480,461,5941,Opay,5.0,2024-02-08 23:40:00,2024-02-08 23:42:00,2024-02-08 23:44:00,2024-02-08 23:54:00,2024-02-08 23:57:00,2024-02-09 00:01:00,2024-02-09 00:11:00,2024-02-09 00:06:00,2024-02-09 00:11:00,True,12.0,31.0,0.0,23,Thursday,2024-02,2024,5000
AB4012,Ikeja,Maryland,Pastries,Meat pie,BakeHouse,1500,1,15.7,1500,1185,364,3049,Opay,5.0,2024-02-12 18:32:00,2024-02-12 18:34:00,2024-02-12 18:40:00,2024-02-12 18:48:00,2024-02-12 18:49:00,2024-02-12 18:51:00,2024-02-12 19:59:00,2024-02-12 20:01:00,2024-02-12 20:07:00,True,14.0,95.0,8.0,18,Monday,2024-02,2024,1500
AB4041,Ikeja,Maryland,Pastries,Meat pie,Golden Crust,1500,3,12.9,4500,1045,393,5938,Opay,5.0,2024-02-15 00:23:00,2024-02-15 00:28:00,2024-02-15 00:34:00,2024-02-15 00:40:00,2024-02-15 00:43:00,2024-02-15 00:48:00,2024-02-15 01:42:00,2024-02-15 01:38:00,2024-02-15 01:39:00,True,12.0,76.0,-3.0,0,Thursday,2024-02,2024,4500
AB4041,Yaba,Maryland,Drinks & Beverages,Zobo drink,Fresh Sips,4500,1,2.8,4500,540,187,5227,Opay,5.0,2024-02-15 22:24:00,2024-02-15 22:27:00,2024-02-15 22:31:00,2024-02-15 22:38:00,2024-02-15 22:43:00,2024-02-15 22:46:00,2024-02-15 22:54:00,2024-02-15 22:50:00,2024-02-15 22:55:00,True,11.0,31.0,1.0,22,Thursday,2024-02,2024,4500
AB4041,Ikeja,Ogba,Pastries,Meat pie,Sunrise Bakery,1500,2,12.5,3000,1025,410,4435,Opay,5.0,2024-02-16 05:50:00,2024-02-16 05:51:00,2024-02-16 05:56:00,2024-02-16 06:02:00,2024-02-16 06:07:00,2024-02-16 06:09:00,2024-02-16 06:58:00,2024-02-16 07:08:00,2024-02-16 07:09:00,True,11.0,79.0,11.0,5,Friday,2024-02,2024,3000
AB4041,Maryland,Anthony,Drinks & Beverages,Zobo drink,Cool Blends,4500,2,13.1,9000,1055,191,10246,Opay,5.0,2024-02-16 16:35:00,2024-02-16 16:40:00,2024-02-16 16:48:00,2024-02-16 16:57:00,2024-02-16 17:00:00,2024-02-16 17:04:00,2024-02-16 17:58:00,2024-02-16 17:45:00,2024-02-16 17:47:00,True,17.0,72.0,-11.0,16,Friday,2024-02,2024,9000
